AccountID,CustomerID,Month,TransactionCount,InflowAmount,OutflowAmount,FeeRevenue,DigitalTransactionShare
500013,100010,2025-11,18,1468.51,1525.34,3.03,0.634
500013,100010,2025-12,13,1707.5,681.03,8.45,0.901
500014,100011,2025-01,4,608.51,955.66,2.71,0.54
500014,100011,2025-02,1,1167.11,341.48,4.79,0.591
500014,100011,2025-03,5,1689.43,1135.72,2.08,0.603
500014,100011,2025-04,2,508.65,829.86,1.71,0.533
500014,100011,2025-05,6,192.27,438.02,2.67,0.539
500014,100011,2025-06,7,679.44,930.06,2.95,0.751
500014,100011,2025-07,6,1285.88,273.29,2.61,0.459
500014,100011,2025-08,3,2014.88,1411.16,0.04,0.707
500014,100011,2025-09,7,1670.18,554.93,0.0,0.798
500014,100011,2025-10,6,96.51,31.52,0.0,0.622
500014,100011,2025-11,8,1497.54,1020.77,0.0,0.834
500014,100011,2025-12,8,851.43,0.0,0.0,0.771
500015,100011,2025-01,2,1580.22,879.51,0.0,0.608
500015,100011,2025-02,4,1644.1,1648.59,2.69,0.881
500015,100011,2025-03,4,2003.74,825.77,2.67,0.837
500015,100011,2025-04,6,1032.12,1058.43,0.0,0.425
500015,100011,2025-05,7,1573.9,36.73,6.15,0.479
500015,100011,2025-06,4,34.24,2068.14,0.0,0.433
500015,100011,2025-07,8,1190.7,392.28,0.0,0.35
500015,100011,2025-08,3,2322.24,0.0,2.73,0.432
500015,100011,2025-09,4,915.8,1187.48,7.54,0.688
500015,100011,2025-10,6,1539.16,0.0,7.91,0.642
500015,100011,2025-11,8,1742.46,338.71,5.41,0.226
500015,100011,2025-12,7,0.0,412.05,0.0,0.633
500016,100012,2025-01,8,31.37,1553.71,0.0,0.801
500016,100012,2025-02,1,0.0,1683.98,6.45,0.762
500016,100012,2025-03,3,2019.89,0.0,3.38,0.733
500016,100012,2025-04,9,2084.9,0.0,0.11,0.584
500016,100012,2025-05,6,1540.49,1136.56,4.14,0.702
500016,100012,2025-06,8,0.0,0.0,3.61,0.646
500016,100012,2025-07,9,1091.71,377.74,1.16,0.503
500016,100012,2025-08,8,1155.27,0.0,3.73,0.72
500016,100012,2025-09,7,1410.73,894.24,0.0,0.704
500016,100012,2025-10,7,1206.62,697.71,0.0,0.636
500016,100012,2025-11,3,0.0,960.44,4.05,0.775
500016,100012,2025-12,4,949.76,850.23,0.54,0.705
500017,100013,2025-01,20,2465.48,5565.84,0.91,0.646
500017,100013,2025-02,16,5977.21,3661.69,4.91,0.845
500017,100013,2025-03,8,4507.72,5792.23,5.32,0.717
500017,100013,2025-04,17,6809.87,3638.46,5.62,0.808
500017,100013,2025-05,21,5584.62,4388.6,4.62,0.835
500017,100013,2025-06,14,6904.42,5570.44,6.08,0.779
500017,100013,2025-07,21,5933.87,4664.62,8.69,0.699
500017,100013,2025-08,15,6384.42,5745.44,1.19,0.825
500017,100013,2025-09,11,7280.93,4434.4,1.58,0.654
500017,100013,2025-10,14,4140.29,6059.66,7.77,0.754
500017,100013,2025-11,16,5473.28,4548.31,8.76,0.283
500017,100013,2025-12,14,5114.33,4005.64,0.0,0.879
500018,100014,2025-01,7,8619.68,7000.57,4.87,0.647
500018,100014,2025-02,12,7068.9,4601.55,3.99,0.898
500018,100014,2025-03,21,5035.67,5616.86,2.93,0.809
500018,100014,2025-04,14,9153.27,4180.64,7.74,0.908
500018,100014,2025-05,19,4806.56,6913.15,9.17,0.876
500018,100014,2025-06,12,4216.06,5991.27,0.0,0.706
500018,100014,2025-07,13,5010.22,4072.17,7.0,0.896
500018,100014,2025-08,13,6846.3,4697.0,10.25,0.586
500018,100014,2025-09,17,5903.04,6647.67,0.0,0.799
500018,100014,2025-10,20,7954.68,5140.13,5.21,0.788
500018,100014,2025-11,15,5660.79,4813.29,2.75,0.673
500018,100014,2025-12,15,7654.88,6379.46,0.0,0.505
500019,100014,2025-01,17,5778.25,5382.2,8.37,0.714
500019,100014,2025-02,17,5529.25,3122.43,8.83,0.784
500019,100014,2025-03,19,3761.59,3873.76,6.6,0.849
500019,100014,2025-04,26,7655.77,4535.08,9.23,0.99
500019,100014,2025-05,23,4116.32,3833.2,6.57,0.467
500019,100014,2025-06,19,6660.52,6238.49,0.0,0.73
500019,100014,2025-07,19,6804.02,3812.88,2.74,0.851
500019,100014,2025-08,26,7127.76,4756.04,6.67,0.717
500019,100014,2025-09,21,2504.16,5429.65,6.59,0.614
500019,100014,2025-10,14,5817.63,3370.94,5.94,0.876
500019,100014,2025-11,23,8881.15,5351.65,2.3,0.714
500019,100014,2025-12,19,7624.96,6422.32,13.62,0.922
500020,100015,2025-01,7,434.12,200.96,3.95,0.718
500020,100015,2025-02,6,175.13,471.02,9.53,0.823
500020,100015,2025-03,3,904.45,92.03,0.23,0.932
500020,100015,2025-04,6,475.05,978.14,2.38,0.424
500020,100015,2025-05,8,753.02,199.67,10.96,0.774
500020,100015,2025-06,2,0.0,1359.21,3.04,0.703
500020,100015,2025-07,6,748.91,258.21,0.0,0.642
500020,100015,2025-08,4,1743.35,487.42,0.0,0.459
500020,100015,2025-09,3,301.14,0.0,3.35,0.852
500020,100015,2025-10,12,1725.36,887.48,0.0,0.73
500020,100015,2025-11,6,1815.48,1459.59,8.37,0.67
500020,100015,2025-12,6,74.95,203.9,0.0,0.543
500021,100015,2025-01,5,56.88,1055.53,1.48,0.598
500021,100015,2025-02,8,755.81,66.52,0.0,0.616
500021,100015,2025-03,8,2498.62,0.0,0.0,0.655
500021,100015,2025-04,5,2559.99,0.0,5.97,0.841
500021,100015,2025-05,5,124.71,0.0,0.0,0.763
500021,100015,2025-06,4,1443.1,684.76,1.61,0.787
500021,100015,2025-07,7,534.76,0.0,5.54,0.589
500021,100015,2025-08,4,801.17,1736.03,0.06,0.567
500021,100015,2025-09,8,1975.24,850.74,0.0,0.832
500021,100015,2025-10,5,986.77,1576.66,0.0,0.495
500021,100015,2025-11,3,616.09,612.1,0.0,0.374
500021,100015,2025-12,8,549.35,1739.59,0.0,0.61
500022,100016,2025-01,20,3318.25,6127.19,1.82,0.683
500022,100016,2025-02,13,5682.22,6465.3,5.54,0.677
500022,100016,2025-03,20,4276.44,2114.51,3.56,0.643
500022,100016,2025-04,14,5834.31,3928.79,0.0,0.91
500022,100016,2025-05,19,5600.89,4243.87,6.74,0.787
500022,100016,2025-06,16,5007.96,3602.64,10.61,0.905
500022,100016,2025-07,8,6163.09,4292.91,3.09,0.661
500022,100016,2025-08,20,3136.98,3720.58,9.11,0.334
500022,100016,2025-09,18,4757.27,4463.61,8.84,0.725
500022,100016,2025-10,18,5274.71,2908.97,4.61,0.414
500022,100016,2025-11,17,4276.11,4872.57,0.0,0.737
500022,100016,2025-12,13,5412.58,6171.02,6.59,0.924
500023,100017,2025-01,21,1149.19,1635.83,0.64,0.99
500023,100017,2025-02,18,655.39,1262.19,5.49,0.883
500023,100017,2025-03,17,2098.05,1520.56,5.69,0.933
500023,100017,2025-04,18,2358.06,1939.67,4.24,0.873
500023,100017,2025-05,14,1341.42,2216.39,9.7,0.924
500023,100017,2025-06,16,2309.62,947.49,5.63,0.741
500023,100017,2025-07,27,2798.47,1785.92,11.84,0.832
500023,100017,2025-08,19,2599.82,1614.52,3.33,0.753
500023,100017,2025-09,17,2458.47,2098.28,3.53,0.96
500023,100017,2025-10,21,1892.11,1448.03,5.89,0.828
500023,100017,2025-11,13,2066.88,2800.78,13.23,0.651
500023,100017,2025-12,19,2276.74,1495.07,0.56,0.641
500024,100017,2025-01,7,835.05,256.58,0.0,0.664
500024,100017,2025-02,2,268.05,0.0,0.0,0.722
500024,100017,2025-03,5,1148.86,521.35,3.83,0.68
500024,100017,2025-04,9,1059.51,618.32,3.48,0.635
500024,100017,2025-05,5,298.43,531.22,3.55,0.58
500024,100017,2025-06,9,731.38,0.0,3.0,0.723
500024,100017,2025-07,8,193.64,485.94,3.9,0.639
500024,100017,2025-08,7,166.08,241.92,1.82,0.471
500024,100017,2025-09,7,569.78,1212.93,0.0,0.596
500024,100017,2025-10,5,21.08,1391.21,2.81,0.94
500024,100017,2025-11,7,998.96,344.74,2.03,0.675
500024,100017,2025-12,2,558.15,730.14,3.74,0.636
500025,100018,2025-01,22,5177.41,3377.62,0.43,0.619
500025,100018,2025-02,15,4681.57,3147.71,13.63,0.664
500025,100018,2025-03,25,4378.54,5435.45,0.0,0.809
500025,100018,2025-04,18,4528.32,3781.01,5.35,0.652
500025,100018,2025-05,14,5547.26,3570.96,8.29,0.765
500025,100018,2025-06,18,5043.17,3766.87,5.4,0.727
500025,100018,2025-07,18,5923.83,5364.53,14.06,0.789
500025,100018,2025-08,13,6227.25,5167.55,11.67,0.63
500025,100018,2025-09,14,3564.79,4639.19,7.7,0.804
500025,100018,2025-10,20,5654.31,3398.37,0.0,0.67
500025,100018,2025-11,24,4721.98,3469.82,1.61,0.565
500025,100018,2025-12,12,3397.11,3986.99,8.15,0.692
500026,100019,2025-01,9,694.04,433.51,2.29,0.254
500026,100019,2025-02,9,561.84,261.43,0.0,0.583
500026,100019,2025-03,7,1571.91,1229.39,1.85,0.498
500026,100019,2025-04,10,0.74,514.03,0.0,0.579
500026,100019,2025-05,3,302.86,373.95,0.0,0.609
500026,100019,2025-06,3,399.18,699.08,0.0,0.287
500026,100019,2025-07,5,1830.02,481.15,2.95,0.475
500026,100019,2025-08,7,1163.42,683.48,4.96,0.485
500026,100019,2025-09,3,750.57,910.48,0.0,0.403
500026,100019,2025-10,4,758.08,310.55,3.57,0.32
500026,100019,2025-11,6,356.26,0.0,0.0,0.584
500026,100019,2025-12,7,46.77,0.0,1.38,0.727
500027,100020,2025-01,7,654.55,1578.63,1.5,0.567
500027,100020,2025-02,3,240.47,1096.36,6.01,0.773
500027,100020,2025-03,4,406.75,1328.41,5.74,0.853
500027,100020,2025-04,4,1190.81,780.22,1.15,0.793
500027,100020,2025-05,5,475.6,0.0,2.2,0.99
500027,100020,2025-06,8,723.27,688.95,6.62,0.396
500027,100020,2025-07,2,472.02,712.99,9.41,0.722
500027,100020,2025-08,6,1033.68,0.0,0.0,0.54
500027,100020,2025-09,3,801.84,0.0,0.0,0.99
500027,100020,2025-10,8,792.24,59.5,5.18,0.612
500027,100020,2025-11,9,190.22,633.15,1.29,0.839
500027,100020,2025-12,4,971.14,1207.21,11.59,0.469
500028,100021,2025-01,24,2502.17,1894.1,13.89,0.793
500028,100021,2025-02,16,3256.02,3000.7,5.01,0.862
500028,100021,2025-03,22,3440.15,1818.2,2.11,0.675
500028,100021,2025-04,20,3312.73,2577.92,6.24,0.696
500028,100021,2025-05,13,2700.45,3533.11,1.35,0.709
500028,100021,2025-06,17,3918.12,1188.67,0.63,0.706
500028,100021,2025-07,21,3353.8,3452.99,0.65,0.265
500028,100021,2025-08,12,2861.17,2680.68,9.21,0.701
500028,100021,2025-09,21,2235.98,3747.28,6.17,0.617
500028,100021,2025-10,18,3368.98,3460.57,0.63,0.596
500028,100021,2025-11,9,2805.41,1970.58,6.67,0.648
500028,100021,2025-12,21,2109.3,3060.52,5.84,0.752
500029,100022,2025-01,15,4633.69,7667.88,2.22,0.73
500029,100022,2025-02,27,6962.45,2221.21,0.0,0.716
500029,100022,2025-03,21,7889.54,3087.68,10.07,0.541
500029,100022,2025-04,16,11035.79,4536.2,4.7,0.744
500029,100022,2025-05,15,10194.94,4506.83,2.41,0.704
500029,100022,2025-06,17,8139.86,5610.74,5.08,0.804
500029,100022,2025-07,15,6172.28,4931.34,0.0,0.616
500029,100022,2025-08,18,9951.81,4225.27,0.0,0.757
500029,100022,2025-09,13,9149.04,5923.48,5.91,0.819
500029,100022,2025-10,14,6053.83,6763.37,12.14,0.824
500029,100022,2025-11,17,6735.1,3741.63,8.58,0.929
500029,100022,2025-12,23,4837.54,6065.12,4.96,0.503
500030,100023,2025-01,24,2430.29,3898.38,7.63,0.613
500030,100023,2025-02,25,4155.95,2525.55,8.98,0.806
500030,100023,2025-03,17,4566.09,2922.87,7.16,0.774
500030,100023,2025-04,20,2004.02,2590.18,5.33,0.79
500030,100023,2025-05,20,3128.08,3880.5,1.76,0.909
500030,100023,2025-06,15,3181.87,2532.11,0.62,0.582
500030,100023,2025-07,18,2268.81,2709.61,5.37,0.669
500030,100023,2025-08,16,4884.33,3080.46,6.28,0.747
500030,100023,2025-09,15,3890.62,3751.17,8.91,0.927
500030,100023,2025-10,17,2273.1,2711.41,4.21,0.831
500030,100023,2025-11,18,3035.57,3690.55,3.49,0.356
500030,100023,2025-12,20,3980.4,2170.36,5.06,0.289
500031,100023,2025-01,11,2681.93,1568.03,0.0,0.728
500031,100023,2025-02,6,947.41,1654.25,2.25,0.789
500031,100023,2025-03,7,2587.93,0.0,0.0,0.98
500031,100023,2025-04,5,2013.06,0.0,0.0,0.795
500031,100023,2025-05,12,0.0,408.07,4.67,0.565
500031,100023,2025-06,11,1386.71,1202.44,0.01,0.436
500031,100023,2025-07,8,820.03,496.04,5.02,0.691
500031,100023,2025-08,9,1534.32,1540.88,10.16,0.806
500031,100023,2025-09,3,3437.62,0.0,3.25,0.72
500031,100023,2025-10,3,1184.33,2206.38,1.03,0.83
500031,100023,2025-11,6,1970.38,554.13,4.89,0.835
500031,100023,2025-12,8,0.0,1246.32,0.0,0.663
500032,100024,2025-01,9,1273.59,0.0,0.37,0.791
500032,100024,2025-02,7,7328.99,1627.95,0.0,0.434
500032,100024,2025-03,10,288.48,2208.69,3.15,0.809
500032,100024,2025-04,4,2164.08,1562.77,0.0,0.566
500032,100024,2025-05,2,1555.32,2374.24,7.33,0.646
500032,100024,2025-06,2,2087.5,2909.37,0.45,0.78
500032,100024,2025-07,4,3174.33,1076.74,4.68,0.706
500032,100024,2025-08,8,1591.73,3254.62,6.08,0.683
500032,100024,2025-09,9,0.0,1677.69,3.02,0.657
500032,100024,2025-10,3,1805.53,3466.92,2.77,0.697
500032,100024,2025-11,7,954.15,0.0,0.0,0.563
500032,100024,2025-12,7,5153.73,0.0,0.0,0.621
500033,100024,2025-01,15,6859.27,8753.52,8.6,0.536
500033,100024,2025-02,21,6109.62,4576.13,0.31,0.969
500033,100024,2025-03,14,9600.9,5477.5,4.3,0.626
500033,100024,2025-04,15,5602.8,3511.85,5.16,0.63
500033,100024,2025-05,15,5995.54,5461.93,11.69,0.778
500033,100024,2025-06,18,5850.75,5562.48,2.54,0.659
500033,100024,2025-07,18,7224.25,5754.24,10.66,0.727
500033,100024,2025-08,22,7375.99,5814.36,4.68,0.733
500033,100024,2025-09,22,6364.75,6058.91,9.18,0.854
500033,100024,2025-10,25,5994.99,2769.26,9.04,0.691
500033,100024,2025-11,23,6545.15,5709.79,5.52,0.689
500033,100024,2025-12,22,6902.64,4346.48,6.02,0.62
500034,100025,2025-01,19,2904.82,1372.33,2.86,0.679
500034,100025,2025-02,11,2600.63,2300.62,9.87,0.706
500034,100025,2025-03,15,2672.78,1762.36,3.89,0.625
500034,100025,2025-04,14,2420.98,2870.57,0.26,0.897
500034,100025,2025-05,17,2765.62,2576.36,8.99,0.867
500034,100025,2025-06,15,2841.23,394.59,4.97,0.657
500034,100025,2025-07,24,2665.51,1655.26,10.85,0.521
500034,100025,2025-08,16,2751.42,2229.05,1.59,0.625
500034,100025,2025-09,18,2972.79,2888.13,4.13,0.766
500034,100025,2025-10,18,3686.49,1830.58,4.97,0.843
500034,100025,2025-11,21,2678.93,1810.65,0.62,0.627
500034,100025,2025-12,17,3696.22,1217.84,1.7,0.724
500035,100025,2025-01,6,1485.59,618.68,7.73,0.786
500035,100025,2025-02,4,1818.31,820.81,0.0,0.796
500035,100025,2025-03,9,1242.65,718.01,0.0,0.746
500035,100025,2025-04,4,0.0,1134.47,1.89,0.703
500035,100025,2025-05,9,1723.63,0.0,5.5,0.875
500035,100025,2025-06,2,942.26,370.07,0.0,0.681
500035,100025,2025-07,7,541.42,83.51,5.35,0.843
500035,100025,2025-08,5,943.46,190.65,0.0,0.76
500035,100025,2025-09,10,1618.8,238.98,8.29,0.937
500035,100025,2025-10,10,934.63,973.77,0.0,0.605
500035,100025,2025-11,7,1681.25,343.33,4.0,0.862
500035,100025,2025-12,4,520.25,213.84,0.0,0.834
500036,100026,2025-01,15,7033.27,6778.6,0.0,0.794
500036,100026,2025-02,18,6187.24,4454.77,8.44,0.572
500036,100026,2025-03,20,7691.95,4401.86,7.8,0.545
500036,100026,2025-04,20,5553.33,4396.39,1.52,0.245
500036,100026,2025-05,16,5661.59,2826.91,2.59,0.552
500036,100026,2025-06,17,8442.6,7151.15,6.53,0.495
500036,100026,2025-07,15,7009.98,4810.92,0.17,0.462
500036,100026,2025-08,14,4355.74,4024.2,8.9,0.807
500036,100026,2025-09,15,4042.7,8912.25,5.63,0.159
500036,100026,2025-10,21,6412.67,3184.63,13.81,0.337
500036,100026,2025-11,25,6773.33,4817.58,0.56,0.432
500036,100026,2025-12,20,6746.69,4852.11,7.81,0.311
500037,100027,2025-01,20,2932.96,2572.0,0.8,0.534
500037,100027,2025-02,22,1815.24,2451.75,0.0,0.523
500037,100027,2025-03,17,2219.22,1951.48,1.36,0.513
500037,100027,2025-04,18,2405.29,2234.54,9.0,0.662
500037,100027,2025-05,12,3502.32,2545.26,0.0,0.59
500037,100027,2025-06,24,2705.2,2555.42,5.69,0.573
500037,100027,2025-07,18,2984.14,926.44,8.62,0.533
500037,100027,2025-08,15,5043.69,2943.17,0.19,0.874
500037,100027,2025-09,12,2723.11,1954.04,6.13,0.525
500037,100027,2025-10,24,3241.51,2042.53,6.89,0.831
500037,100027,2025-11,29,2234.94,2264.78,8.87,0.435
500037,100027,2025-12,16,1995.06,1763.56,0.0,0.466
500038,100027,2025-01,11,221.63,1190.16,11.94,0.499
500038,100027,2025-02,7,837.62,82.32,3.24,0.599
500038,100027,2025-03,5,1028.29,489.63,2.81,0.676
500038,100027,2025-04,7,445.26,145.79,3.44,0.6
500038,100027,2025-05,7,0.0,0.0,0.0,0.755
500038,100027,2025-06,6,2284.14,476.3,8.28,0.489
500038,100027,2025-07,5,233.29,328.91,10.01,0.565
500038,100027,2025-08,4,1394.7,1224.52,0.0,0.632
500038,100027,2025-09,8,328.41,494.48,0.56,0.563
500038,100027,2025-10,8,0.0,659.97,0.68,0.608
500038,100027,2025-11,9,1136.44,566.19,3.52,0.313
500038,100027,2025-12,4,180.87,612.14,0.0,0.419
